	Name	Mana Cost	CMC	Colors	Type	Rarity	Set	Text	Power	Toughness	Loyalty	Brussels	Nagoya	Phoenix	Total
904	Prowling Serpopard	{1}{G}{G}	3.0	['Green']	Creature — Cat Snake	Rare	AKH	"This spell can't be countered.
Creature spells you control can't be countered."	4	3	Not a Planeswalker	5	0	0	5
905	Rhonas the Indomitable	{2}{G}	3.0	['Green']	Legendary Creature — God	Mythic	AKH	"Deathtouch, indestructible
Rhonas the Indomitable can't attack or block unless you control another creature with power 4 or greater.
{2}{G}: Another target creature gets +2/+0 and gains trample until end of turn."	5	5	Not a Planeswalker	25	20	3	48
906	Samut, Voice of Dissent	{3}{R}{G}	5.0	['Green', 'Red']	Legendary Creature — Human Warrior	Mythic	AKH	"Flash
Double strike, vigilance, haste
Other creatures you control have haste.
{W}, {T}: Untap another target creature."	3	4	Not a Planeswalker	9	0	0	9
907	Scattered Groves		0.0	[]	Land — Forest Plains	Rare	AKH	"({T}: Add {G} or {W}.)
Scattered Groves enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	0	3	0	3
908	Sheltered Thicket		0.0	[]	Land — Mountain Forest	Rare	AKH	"({T}: Add {R} or {G}.)
Sheltered Thicket enters the battlefield tapped.
Cycling {2} ({2}, Discard this card: Draw a card.)"	Not a Creature	Not a Creature	Not a Planeswalker	6	1	22	29
909	Soul-Scar Mage	{R}	1.0	['Red']	Creature — Human Wizard	Rare	AKH	"Prowess
If a source you control would deal noncombat damage to a creature an opponent controls, put that many -1/-1 counters on that creature instead."	1	2	Not a Planeswalker	100	56	155	311
910	Trial of Ambition	{1}{B}	2.0	['Black']	Enchantment	Uncommon	AKH	"When Trial of Ambition enters the battlefield, target opponent sacrifices a creature.
When a Cartouche enters the battlefield under your control, return Trial of Ambition to its owner's hand."	Not a Creature	Not a Creature	Not a Planeswalker	2	0	4	6
911	Vizier of Tumbling Sands	{2}{U}	3.0	['Blue']	Creature — Human Cleric	Uncommon	AKH	"{T}: Untap another target permanent.
Cycling {1}{U} ({1}{U}, Discard this card: Draw a card.)
When you cycle Vizier of Tumbling Sands, untap target permanent."	1	3	Not a Planeswalker	36	37	131	204
912	Winds of Rebuke	{1}{U}	2.0	['Blue']	Instant	Common	AKH	Return target nonland permanent to its owner's hand. Each player puts the top two cards of their library into their graveyard.	Not a Creature	Not a Creature	Not a Planeswalker	3	1	1	5
913	Abrade	{1}{R}	2.0	['Red']	Instant	Uncommon	HOU	"Choose one —
• Abrade deals 3 damage to target creature.
• Destroy target artifact."	Not a Creature	Not a Creature	Not a Planeswalker	31	24	25	80
914	Bontu's Last Reckoning	{1}{B}{B}	3.0	['Black']	Sorcery	Rare	HOU	Destroy all creatures. Lands you control don't untap during your next untap step.	Not a Creature	Not a Creature	Not a Planeswalker	2	1	0	3
915	Champion of Wits	{2}{U}	3.0	['Blue']	Creature — Naga Wizard	Rare	HOU	"When Champion of Wits enters the battlefield, you may draw cards equal to its power. If you do, discard two cards.
Eternalize {5}{U}{U} ({5}{U}{U}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Naga Wizard with no mana cost. Eternalize only as a sorcery.)"	2	1	Not a Planeswalker	1	0	0	1
916	Chandra's Defeat	{R}	1.0	['Red']	Instant	Uncommon	HOU	Chandra's Defeat deals 5 damage to target red creature or red planeswalker. If that permanent is a Chandra planeswalker, you may discard a card. If you do, draw a card.	Not a Creature	Not a Creature	Not a Planeswalker	19	10	15	44
917	Crash Through	{R}	1.0	['Red']	Sorcery	Common	HOU	"Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card."	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
918	Crash Through	{R}	1.0	['Red']	Sorcery	Common	M19	"Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card."	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
919	Doomfall	{2}{B}	3.0	['Black']	Sorcery	Uncommon	HOU	"Choose one —
• Target opponent exiles a creature they control.
• Target opponent reveals their hand. You choose a nonland card from it. Exile that card."	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
920	Earthshaker Khenra	{1}{R}	2.0	['Red']	Creature — Jackal Warrior	Rare	HOU	"Haste
When Earthshaker Khenra enters the battlefield, target creature with power less than or equal to Earthshaker Khenra's power can't block this turn.
Eternalize {4}{R}{R} ({4}{R}{R}, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Jackal Warrior with no mana cost. Eternalize only as a sorcery.)"	2	1	Not a Planeswalker	0	0	7	7
921	God-Pharaoh's Gift	{7}	7.0	[]	Artifact	Rare	HOU	At the beginning of combat on your turn, you may exile a creature card from your graveyard. If you do, create a token that's a copy of that card, except it's a 4/4 black Zombie. It gains haste until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	2	0	0	2
922	Hashep Oasis		0.0	[]	Land — Desert	Uncommon	HOU	"{T}: Add {C}.
{T}, Pay 1 life: Add {G}.
{1}{G}{G}, {T}, Sacrifice a Desert: Target creature gets +3/+3 until end of turn. Activate this ability only any time you could cast a sorcery."	Not a Creature	Not a Creature	Not a Planeswalker	10	0	4	14
923	Hour of Devastation	{3}{R}{R}	5.0	['Red']	Sorcery	Rare	HOU	All creatures lose indestructible until end of turn. Hour of Devastation deals 5 damage to each creature and each non-Bolas planeswalker.	Not a Creature	Not a Creature	Not a Planeswalker	17	5	28	50
924	Hour of Revelation	{3}{W}{W}{W}	6.0	['White']	Sorcery	Rare	HOU	"This spell costs {3} less to cast if there are ten or more nonland permanents on the battlefield.
Destroy all nonland permanents."	Not a Creature	Not a Creature	Not a Planeswalker	2	0	0	2
925	Ifnir Deadlands		0.0	[]	Land — Desert	Uncommon	HOU	"{T}: Add {C}.
{T}, Pay 1 life: Add {B}.
{2}{B}{B}, {T}, Sacrifice a Desert: Put two -1/-1 counters on target creature an opponent controls. Activate this ability only any time you could cast a sorcery."	Not a Creature	Not a Creature	Not a Planeswalker	4	2	7	13
926	Ipnu Rivulet		0.0	[]	Land — Desert	Uncommon	HOU	"{T}: Add {C}.
{T}, Pay 1 life: Add {U}.
{1}{U}, {T}, Sacrifice a Desert: Target player puts the top four cards of their library into their graveyard."	Not a Creature	Not a Creature	Not a Planeswalker	35	4	84	123
927	Jace's Defeat	{1}{U}	2.0	['Blue']	Instant	Uncommon	HOU	Counter target blue spell. If it was a Jace planeswalker spell, scry 2.	Not a Creature	Not a Creature	Not a Planeswalker	13	2	6	21
928	Nimble Obstructionist	{2}{U}	3.0	['Blue']	Creature — Bird Wizard	Rare	HOU	"Flash
Flying
Cycling {2}{U} ({2}{U}, Discard this card: Draw a card.)
When you cycle Nimble Obstructionist, counter target activated or triggered ability you don't control."	3	1	Not a Planeswalker	0	0	8	8
929	Ramunap Ruins		0.0	[]	Land — Desert	Uncommon	HOU	"{T}: Add {C}.
{T}, Pay 1 life: Add {R}.
{2}{R}{R}, {T}, Sacrifice a Desert: Ramunap Ruins deals 2 damage to each opponent."	Not a Creature	Not a Creature	Not a Planeswalker	101	56	146	303
930	Samut, the Tested	{2}{R}{G}	4.0	['Green', 'Red']	Legendary Planeswalker — Samut	Mythic	HOU	"[+1]: Up to one target creature gains double strike until end of turn.
[−2]: Samut, the Tested deals 2 damage divided as you choose among one or two targets.
[−7]: Search your library for up to two creature and/or planeswalker cards, put them onto the battlefield, then shuffle your library."	Not a Creature	Not a Creature	4	0	1	0	1
931	Scavenger Grounds		0.0	[]	Land — Desert	Rare	HOU	"{T}: Add {C}.
{2}, {T}, Sacrifice a Desert: Exile all cards from all graveyards."	Not a Creature	Not a Creature	Not a Planeswalker	1	1	2	4
932	Shefet Dunes		0.0	[]	Land — Desert	Uncommon	HOU	"{T}: Add {C}.
{T}, Pay 1 life: Add {W}.
{2}{W}{W}, {T}, Sacrifice a Desert: Creatures you control get +1/+1 until end of turn. Activate this ability only any time you could cast a sorcery."	Not a Creature	Not a Creature	Not a Planeswalker	12	1	0	13
933	Solemnity	{2}{W}	3.0	['White']	Enchantment	Rare	HOU	"Players can't get counters.
Counters can't be put on artifacts, creatures, enchantments, or lands."	Not a Creature	Not a Creature	Not a Planeswalker	1	1	0	2
934	Strategic Planning	{1}{U}	2.0	['Blue']	Sorcery	Common	HOU	Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.	Not a Creature	Not a Creature	Not a Planeswalker	78	41	136	255
935	Sunscourge Champion	{2}{W}	3.0	['White']	Creature — Human Wizard	Uncommon	HOU	"When Sunscourge Champion enters the battlefield, you gain life equal to its power.
Eternalize—{2}{W}{W}, Discard a card. ({2}{W}{W}, Discard a card, Exile this card from your graveyard: Create a token that's a copy of it, except it's a 4/4 black Zombie Human Wizard with no mana cost. Eternalize only as a sorcery.)"	2	3	Not a Planeswalker	0	2	1	3
936	Supreme Will	{2}{U}	3.0	['Blue']	Instant	Uncommon	HOU	"Choose one —
• Counter target spell unless its controller pays {3}.
• Look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order."	Not a Creature	Not a Creature	Not a Planeswalker	1	2	8	11
937	The Locust God	{4}{U}{R}	6.0	['Red', 'Blue']	Legendary Creature — God	Mythic	HOU	"Flying
Whenever you draw a card, create a 1/1 blue and red Insect creature token with flying and haste.
{2}{U}{R}: Draw a card, then discard a card.
When The Locust God dies, return it to its owner's hand at the beginning of the next end step."	4	4	Not a Planeswalker	0	0	1	1
938	The Scarab God	{3}{U}{B}	5.0	['Black', 'Blue']	Legendary Creature — God	Mythic	HOU	"At the beginning of your upkeep, each opponent loses X life and you scry X, where X is the number of Zombies you control.
{2}{U}{B}: Exile target creature card from a graveyard. Create a token that's a copy of it, except it's a 4/4 black Zombie.
When The Scarab God dies, return it to its owner's hand at the beginning of the next end step."	5	5	Not a Planeswalker	51	34	32	117
939	Unsummon	{U}	1.0	['Blue']	Instant	Common	HOU	Return target creature to its owner's hand.	Not a Creature	Not a Creature	Not a Planeswalker	1	0	0	1
940	Adanto Vanguard	{1}{W}	2.0	['White']	Creature — Vampire Soldier	Uncommon	XLN	"As long as Adanto Vanguard is attacking, it gets +2/+0.
Pay 4 life: Adanto Vanguard gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)"	1	1	Not a Planeswalker	3	4	3	10
941	Arguel's Blood Fast	{1}{B}	2.0	['Black']	Legendary Enchantment	Rare	XLN	"{1}{B}, Pay 2 life: Draw a card.
At the beginning of your upkeep, if you have 5 or less life, you may transform Arguel's Blood Fast."	Not a Creature	Not a Creature	Not a Planeswalker	0	1	0	1
942	Captain Lannery Storm	{2}{R}	3.0	['Red']	Legendary Creature — Human Pirate	Rare	XLN	"Haste
Whenever Captain Lannery Storm attacks, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")
Whenever you sacrifice a Treasure, Captain Lannery Storm gets +1/+0 until end of turn."	2	2	Not a Planeswalker	4	0	0	4
943	Carnage Tyrant	{4}{G}{G}	6.0	['Green']	Creature — Dinosaur	Mythic	XLN	"This spell can't be countered.
Trample, hexproof"	7	6	Not a Planeswalker	0	1	0	1
944	Chart a Course	{1}{U}	2.0	['Blue']	Sorcery	Uncommon	XLN	Draw two cards. Then discard a card unless you attacked with a creature this turn.	Not a Creature	Not a Creature	Not a Planeswalker	28	8	4	40
945	Dive Down	{U}	1.0	['Blue']	Instant	Common	XLN	Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.)	Not a Creature	Not a Creature	Not a Planeswalker	9	15	2	26
946	Dragonskull Summit		0.0	[]	Land	Rare	XLN	"Dragonskull Summit enters the battlefield tapped unless you control a Swamp or a Mountain.
{T}: Add {B} or {R}."	Not a Creature	Not a Creature	Not a Planeswalker	24	0	0	24
947	Drowned Catacomb		0.0	[]	Land	Rare	XLN	"Drowned Catacomb enters the battlefield tapped unless you control an Island or a Swamp.
{T}: Add {U} or {B}."	Not a Creature	Not a Creature	Not a Planeswalker	206	160	311	677
948	Entrancing Melody	{X}{U}{U}	2.0	['Blue']	Sorcery	Rare	XLN	Gain control of target creature with converted mana cost X.	Not a Creature	Not a Creature	Not a Planeswalker	1	2	1	4
949	Field of Ruin		0.0	[]	Land	Uncommon	XLN	"{T}: Add {C}.
{2}, {T}, Sacrifice Field of Ruin: Destroy target nonbasic land an opponent controls. Each player searches their library for a basic land card, puts it onto the battlefield, then shuffles their library."	Not a Creature	Not a Creature	Not a Planeswalker	108	38	41	187
950	Field of Ruin		0.0	[]	Land	Uncommon	THB	"{T}: Add {C}.
{2}, {T}, Sacrifice Field of Ruin: Destroy target nonbasic land an opponent controls. Each player searches their library for a basic land card, puts it onto the battlefield, then shuffles their library."	Not a Creature	Not a Creature	Not a Planeswalker	108	38	41	187
951	Glacial Fortress		0.0	[]	Land	Rare	XLN	"Glacial Fortress enters the battlefield tapped unless you control a Plains or an Island.
{T}: Add {W} or {U}."	Not a Creature	Not a Creature	Not a Planeswalker	275	115	264	654
952	Hostage Taker	{2}{U}{B}	4.0	['Black', 'Blue']	Creature — Human Pirate	Rare	XLN	When Hostage Taker enters the battlefield, exile another target creature or artifact until Hostage Taker leaves the battlefield. You may cast that card for as long as it remains exiled, and you may spend mana as though it were mana of any type to cast that spell.	2	3	Not a Planeswalker	27	13	24	64
953	Ixalan's Binding	{3}{W}	4.0	['White']	Enchantment	Uncommon	XLN	"When Ixalan's Binding enters the battlefield, exile target nonland permanent an opponent controls until Ixalan's Binding leaves the battlefield.
Your opponents can't cast spells with the same name as the exiled card."	Not a Creature	Not a Creature	Not a Planeswalker	0	0	1	1
954	Jace, Cunning Castaway	{1}{U}{U}	3.0	['Blue']	Legendary Planeswalker — Jace	Mythic	XLN	"[+1]: Whenever one or more creatures you control deal combat damage to a player this turn, draw a card, then discard a card.
[−2]: Create a 2/2 blue Illusion creature token with ""When this creature becomes the target of a spell, sacrifice it.""
[−5]: Create two tokens that are copies of Jace, Cunning Castaway, except they're not legendary."	Not a Creature	Not a Creature	3	0	1	0	1
955	Kitesail Freebooter	{1}{B}	2.0	['Black']	Creature — Human Pirate	Uncommon	XLN	"Flying
When Kitesail Freebooter enters the battlefield, target opponent reveals their hand. You choose a noncreature, nonland card from it. Exile that card until Kitesail Freebooter leaves the battlefield."	1	2	Not a Planeswalker	0	4	0	4
956	Legion's Landing	{W}	1.0	['White']	Legendary Enchantment	Rare	XLN	"When Legion's Landing enters the battlefield, create a 1/1 white Vampire creature token with lifelink.
When you attack with three or more creatures, transform Legion's Landing."	Not a Creature	Not a Creature	Not a Planeswalker	15	3	1	19
